id,member_id,loan_amnt,loan_status,dti,fico_range_low,fico_range_high
287359,287356,15000,Does not meet the credit policy.  Status:Fully Paid,19.96,680,684
287326,287323,5100,Does not meet the credit policy.  Status:Charged Off,29.2,650,654
287273,287253,14000,Does not meet the credit policy.  Status:Fully Paid,15.27,695,699
287015,287004,8000,Does not meet the credit policy.  Status:Fully Paid,15.95,650,654
286760,286751,3200,Does not meet the credit policy.  Status:Fully Paid,22.92,640,644
286671,286630,3000,Does not meet the credit policy.  Status:Fully Paid,3.37,650,654
286571,282566,4500,Does not meet the credit policy.  Status:Fully Paid,6.06,650,654
285877,285874,20825,Does not meet the credit policy.  Status:Fully Paid,18.89,650,654
285802,285799,6625,Does not meet the credit policy.  Status:Fully Paid,25.33,640,644
284465,284462,11800,Does not meet the credit policy.  Status:Fully Paid,18.96,650,654
284320,284317,8000,Does not meet the credit policy.  Status:Fully Paid,25.99,685,689
284273,284230,7000,Does not meet the credit policy.  Status:Fully Paid,14.09,695,699
283680,283670,21600,Does not meet the credit policy.  Status:Charged Off,16.94,685,689
283480,283477,6000,Does not meet the credit policy.  Status:Charged Off,2.22,660,664
283361,283346,24000,Does not meet the credit policy.  Status:Charged Off,16.84,705,709
282834,277694,3500,Does not meet the credit policy.  Status:Charged Off,3,705,709
282745,282718,3575,Does not meet the credit policy.  Status:Fully Paid,21.04,645,649
282621,282581,19400,Does not meet the credit policy.  Status:Fully Paid,12.72,725,729
282301,282267,9600,Does not meet the credit policy.  Status:Fully Paid,21.91,655,659
281864,281798,12000,Does not meet the credit policy.  Status:Fully Paid,15.73,650,654
281813,281778,5500,Does not meet the credit policy.  Status:Fully Paid,21.23,645,649
281753,152209,5100,Does not meet the credit policy.  Status:Charged Off,6.99,655,659
281129,281117,11200,Does not meet the credit policy.  Status:Fully Paid,6.92,685,689
280910,280898,7500,Does not meet the credit policy.  Status:Fully Paid,15.38,650,654
280867,280856,8000,Does not meet the credit policy.  Status:Fully Paid,4.22,660,664
280733,259708,10100,Does not meet the credit policy.  Status:Fully Paid,23.53,640,644
280450,280434,9600,Does not meet the credit policy.  Status:Fully Paid,15.73,650,654
280405,278890,16000,Does not meet the credit policy.  Status:Fully Paid,19.23,685,689
279784,279643,11200,Does not meet the credit policy.  Status:Fully Paid,14.36,645,649
279568,279531,5500,Does not meet the credit policy.  Status:Charged Off,19.46,655,659
279430,279424,25000,Does not meet the credit policy.  Status:Charged Off,3.12,660,664
279354,279325,5000,Does not meet the credit policy.  Status:Fully Paid,6.69,650,654
278757,277237,4350,Does not meet the credit policy.  Status:Fully Paid,24.71,650,654
254085,254065,6000,Does not meet the credit policy.  Status:Charged Off,3.67,685,689
278488,243978,6000,Does not meet the credit policy.  Status:Fully Paid,13.5,650,654
278361,278332,4000,Does not meet the credit policy.  Status:Fully Paid,6.31,720,724
278315,277668,20000,Does not meet the credit policy.  Status:Charged Off,2.94,725,729
278269,278254,1600,Does not meet the credit policy.  Status:Fully Paid,1.92,640,644
278200,270876,20000,Does not meet the credit policy.  Status:Fully Paid,22.25,695,699
278085,278056,5000,Does not meet the credit policy.  Status:Fully Paid,4.88,650,654
277945,276655,18875,Does not meet the credit policy.  Status:Fully Paid,11.68,640,644
277685,277679,8400,Does not meet the credit policy.  Status:Fully Paid,21.24,645,649
277641,277632,1800,Does not meet the credit policy.  Status:Fully Paid,2.84,640,644
277482,277450,16000,Does not meet the credit policy.  Status:Fully Paid,10.82,645,649
277479,277433,20825,Does not meet the credit policy.  Status:Charged Off,11.15,645,649
277389,135142,2000,Does not meet the credit policy.  Status:Fully Paid,10.08,640,644
276262,276242,12000,Does not meet the credit policy.  Status:Fully Paid,28.21,660,664
276091,276073,10000,Does not meet the credit policy.  Status:Charged Off,6.74,735,739
275696,275690,1000,Does not meet the credit policy.  Status:Fully Paid,18.03,735,739
274507,274484,4000,Does not meet the credit policy.  Status:Fully Paid,3.85,685,689
274059,273822,25000,Does not meet the credit policy.  Status:Charged Off,22.72,725,729
273911,273897,20000,Does not meet the credit policy.  Status:Charged Off,20.83,660,664
267470,266072,12000,Does not meet the credit policy.  Status:Charged Off,14.8,650,654
272788,272762,4000,Does not meet the credit policy.  Status:Fully Paid,6.9,645,649
272627,272622,11500,Does not meet the credit policy.  Status:Charged Off,1.66,650,654
272519,272515,9700,Does not meet the credit policy.  Status:Fully Paid,27.04,690,694
272499,266039,8000,Does not meet the credit policy.  Status:Charged Off,23.84,655,659
272298,232221,3000,Does not meet the credit policy.  Status:Fully Paid,15.73,660,664
272218,272215,20000,Does not meet the credit policy.  Status:Fully Paid,15.88,685,689
272030,272025,8400,Does not meet the credit policy.  Status:Fully Paid,27.7,670,674
271819,271796,3200,Does not meet the credit policy.  Status:Charged Off,28.06,670,674
271740,271082,11225,Does not meet the credit policy.  Status:Fully Paid,18.81,655,659
271311,271246,9600,Does not meet the credit policy.  Status:Fully Paid,21.6,655,659
257100,257086,3175,Does not meet the credit policy.  Status:Fully Paid,26.03,665,669
271058,271015,5000,Does not meet the credit policy.  Status:Charged Off,25.47,715,719
270913,270889,6000,Does not meet the credit policy.  Status:Charged Off,6.94,660,664
270826,270804,7500,Does not meet the credit policy.  Status:Charged Off,7.03,735,739
270780,270758,5500,Does not meet the credit policy.  Status:Fully Paid,6.46,665,669
270518,270487,10000,Does not meet the credit policy.  Status:Fully Paid,4.36,725,729
270344,270339,10225,Does not meet the credit policy.  Status:Charged Off,4.94,655,659
270165,250064,11200,Does not meet the credit policy.  Status:Charged Off,20.02,665,669
270048,269965,25000,Does not meet the credit policy.  Status:Charged Off,0.81,735,739
270035,269987,7800,Does not meet the credit policy.  Status:Fully Paid,23.01,675,679
269996,267809,15000,Does not meet the credit policy.  Status:Fully Paid,6.5,705,709
269834,269586,10000,Does not meet the credit policy.  Status:Fully Paid,11.34,720,724
269694,269691,3200,Does not meet the credit policy.  Status:Fully Paid,22.32,655,659
269033,269018,24000,Does not meet the credit policy.  Status:Fully Paid,0.35,730,734
268346,268336,5000,Does not meet the credit policy.  Status:Charged Off,19.54,665,669
268165,268161,5500,Does not meet the credit policy.  Status:Fully Paid,22.46,645,649
268021,268015,5000,Does not meet the credit policy.  Status:Charged Off,0,715,719
267995,179679,3200,Does not meet the credit policy.  Status:Charged Off,16.72,665,669
267719,267715,7400,Does not meet the credit policy.  Status:Charged Off,16.78,650,654
267670,252052,1525,Does not meet the credit policy.  Status:Charged Off,11.33,680,684
267620,267608,8000,Does not meet the credit policy.  Status:Fully Paid,15.48,640,644
267537,267530,20000,Does not meet the credit policy.  Status:Fully Paid,0.21,715,719
267251,267246,15100,Does not meet the credit policy.  Status:Charged Off,16.22,645,649
267015,266878,2500,Does not meet the credit policy.  Status:Fully Paid,2.63,700,704
266874,266860,18000,Does not meet the credit policy.  Status:Charged Off,10.73,650,654
266720,266693,10000,Does not meet the credit policy.  Status:Fully Paid,7.76,655,659
266681,265768,7000,Does not meet the credit policy.  Status:Fully Paid,18.8,645,649
266675,265390,15000,Does not meet the credit policy.  Status:Fully Paid,10.47,660,664
266574,266568,15000,Does not meet the credit policy.  Status:Fully Paid,13.71,650,654
266131,266043,14000,Does not meet the credit policy.  Status:Charged Off,22.71,690,694
265986,141991,1200,Does not meet the credit policy.  Status:Fully Paid,3,635,639
265859,264361,6000,Does not meet the credit policy.  Status:Fully Paid,25.14,715,719
265527,264915,6000,Does not meet the credit policy.  Status:Fully Paid,28.56,665,669
265422,264856,3600,Does not meet the credit policy.  Status:Fully Paid,7.94,660,664
254992,254980,3500,Does not meet the credit policy.  Status:Fully Paid,3.94,650,654
265008,264998,10200,Does not meet the credit policy.  Status:Charged Off,16.66,680,684
264901,260271,5250,Does not meet the credit policy.  Status:Charged Off,22.75,645,649
264537,264322,5000,Does not meet the credit policy.  Status:Charged Off,8.15,665,669
264154,264142,2000,Does not meet the credit policy.  Status:Fully Paid,6.94,695,699
264152,264138,6625,Does not meet the credit policy.  Status:Charged Off,28.17,655,659
264101,263459,12375,Does not meet the credit policy.  Status:Fully Paid,29.7,660,664
263711,263700,3000,Does not meet the credit policy.  Status:Charged Off,13.09,685,689
263321,259987,8000,Does not meet the credit policy.  Status:Fully Paid,12.07,665,669
262532,255613,4000,Does not meet the credit policy.  Status:Fully Paid,22.05,655,659
262108,262081,18875,Does not meet the credit policy.  Status:Fully Paid,12.05,640,644
261657,261550,15000,Does not meet the credit policy.  Status:Charged Off,10.85,640,644
261633,255405,10000,Does not meet the credit policy.  Status:Fully Paid,20.09,735,739
261479,251216,7000,Does not meet the credit policy.  Status:Fully Paid,5.93,640,644
246799,246774,25000,Does not meet the credit policy.  Status:Fully Paid,2.02,685,689
260886,260871,8400,Does not meet the credit policy.  Status:Fully Paid,1.49,650,654
260748,260657,14400,Does not meet the credit policy.  Status:Charged Off,17.93,660,664
260412,260350,4650,Does not meet the credit policy.  Status:Fully Paid,18.1,665,669
241391,241338,8000,Does not meet the credit policy.  Status:Fully Paid,11.02,650,654
259858,259851,22725,Does not meet the credit policy.  Status:Charged Off,29.21,730,734
259778,259773,13500,Does not meet the credit policy.  Status:Fully Paid,6.39,680,684
259519,259499,12000,Does not meet the credit policy.  Status:Fully Paid,0.4,725,729
259080,257387,7200,Does not meet the credit policy.  Status:Fully Paid,25.25,675,679
258668,255347,5000,Does not meet the credit policy.  Status:Fully Paid,2.37,710,714
258549,257778,8950,Does not meet the credit policy.  Status:Fully Paid,15.87,670,674
258183,257823,10400,Does not meet the credit policy.  Status:Fully Paid,3.82,645,649
258152,257947,16000,Does not meet the credit policy.  Status:Fully Paid,21.9,685,689
257242,257233,8000,Does not meet the credit policy.  Status:Fully Paid,25.27,670,674
256856,256826,8000,Does not meet the credit policy.  Status:Fully Paid,27.45,735,739
256751,256747,24500,Does not meet the credit policy.  Status:Charged Off,18.43,720,724
256481,256472,600,Does not meet the credit policy.  Status:Fully Paid,22.03,660,664
256209,256206,15000,Does not meet the credit policy.  Status:Fully Paid,24.95,675,679
255732,255726,3500,Does not meet the credit policy.  Status:Charged Off,16.23,675,679
255655,255648,7000,Does not meet the credit policy.  Status:Charged Off,27.63,680,684
255610,255596,3000,Does not meet the credit policy.  Status:Fully Paid,29.24,675,679
238603,238483,16000,Does not meet the credit policy.  Status:Fully Paid,1.06,690,694
255154,254987,7200,Does not meet the credit policy.  Status:Fully Paid,6.3,650,654
255012,254994,4000,Does not meet the credit policy.  Status:Fully Paid,15.06,655,659
254664,253534,3500,Does not meet the credit policy.  Status:Fully Paid,26.15,675,679
254470,253733,11625,Does not meet the credit policy.  Status:Charged Off,25.55,675,679
254310,253350,3600,Does not meet the credit policy.  Status:Fully Paid,12.05,650,654
254262,254243,10000,Does not meet the credit policy.  Status:Fully Paid,13.38,640,644
254261,241815,5100,Does not meet the credit policy.  Status:Fully Paid,25.67,640,644
254223,254203,2000,Does not meet the credit policy.  Status:Fully Paid,18.06,655,659
253252,252049,6000,Does not meet the credit policy.  Status:Fully Paid,0.92,710,714
253037,252917,6000,Does not meet the credit policy.  Status:Fully Paid,19.92,650,654
253002,252980,24000,Does not meet the credit policy.  Status:Charged Off,18.38,720,724
252695,242761,19200,Does not meet the credit policy.  Status:Fully Paid,12.74,650,654
252324,252305,3500,Does not meet the credit policy.  Status:Fully Paid,0.56,700,704
252185,240013,1500,Does not meet the credit policy.  Status:Fully Paid,14.12,660,664
252148,252118,10000,Does not meet the credit policy.  Status:Fully Paid,0.74,655,659
251956,251951,3000,Does not meet the credit policy.  Status:Charged Off,10.91,665,669
251944,251937,1500,Does not meet the credit policy.  Status:Fully Paid,16.36,640,644
251914,217836,8000,Does not meet the credit policy.  Status:Fully Paid,28.47,685,689
251775,251760,2400,Does not meet the credit policy.  Status:Fully Paid,0,660,664
251751,251742,24000,Does not meet the credit policy.  Status:Charged Off,7.86,655,659
251598,251588,2050,Does not meet the credit policy.  Status:Fully Paid,27.73,680,684
251281,238961,1500,Does not meet the credit policy.  Status:Fully Paid,1.87,655,659
225253,225250,6050,Does not meet the credit policy.  Status:Charged Off,22.77,690,694
251087,251071,1600,Does not meet the credit policy.  Status:Fully Paid,16.64,670,674
251017,251009,3500,Does not meet the credit policy.  Status:Fully Paid,28.66,695,699
251008,246826,10000,Does not meet the credit policy.  Status:Fully Paid,26.12,725,729
250967,250956,5000,Does not meet the credit policy.  Status:Charged Off,4.54,640,644
250849,250837,11200,Does not meet the credit policy.  Status:Charged Off,5.74,655,659
250752,250746,25000,Does not meet the credit policy.  Status:Charged Off,20.79,710,714
250629,250616,18500,Does not meet the credit policy.  Status:Fully Paid,28.78,715,719
250536,250531,9600,Does not meet the credit policy.  Status:Charged Off,16.35,645,649
249690,249653,5400,Does not meet the credit policy.  Status:Fully Paid,1.01,700,704
249368,249348,6825,Does not meet the credit policy.  Status:Fully Paid,23.62,710,714
249194,248861,8400,Does not meet the credit policy.  Status:Fully Paid,14.65,675,679
249031,248972,15000,Does not meet the credit policy.  Status:Fully Paid,7.86,655,659
248308,247273,14500,Does not meet the credit policy.  Status:Fully Paid,10.85,680,684
248009,247963,2000,Does not meet the credit policy.  Status:Charged Off,0,695,699
247983,247214,4000,Does not meet the credit policy.  Status:Fully Paid,22.5,690,694
247569,247555,3575,Does not meet the credit policy.  Status:Fully Paid,27.42,645,649
247286,247257,6000,Does not meet the credit policy.  Status:Fully Paid,21.9,700,704
246996,244258,17250,Does not meet the credit policy.  Status:Charged Off,20.44,655,659
246720,246706,13000,Does not meet the credit policy.  Status:Fully Paid,29.28,715,719
246535,246427,12000,Does not meet the credit policy.  Status:Fully Paid,25.26,655,659
246197,217842,4000,Does not meet the credit policy.  Status:Charged Off,0.75,700,704
245620,240446,20000,Does not meet the credit policy.  Status:Fully Paid,14.92,690,694
245611,245608,25000,Does not meet the credit policy.  Status:Charged Off,12.66,710,714
245586,245375,11800,Does not meet the credit policy.  Status:Charged Off,8.8,675,679
245506,245498,11625,Does not meet the credit policy.  Status:Fully Paid,21.22,675,679
245385,211733,13925,Does not meet the credit policy.  Status:Charged Off,25.66,715,719
244989,244973,17750,Does not meet the credit policy.  Status:Fully Paid,29.16,705,709
244882,236614,11500,Does not meet the credit policy.  Status:Charged Off,7.9,660,664
244793,214440,9700,Does not meet the credit policy.  Status:Fully Paid,25.5,655,659
244781,243169,18000,Does not meet the credit policy.  Status:Fully Paid,15.97,645,649
244643,244599,8400,Does not meet the credit policy.  Status:Fully Paid,16.68,655,659
244066,244052,12750,Does not meet the credit policy.  Status:Charged Off,29.47,660,664
243999,134920,23400,Does not meet the credit policy.  Status:Fully Paid,8.54,655,659
243665,242870,7500,Does not meet the credit policy.  Status:Fully Paid,15.99,640,644
243600,243589,18125,Does not meet the credit policy.  Status:Fully Paid,21.27,675,679
243576,243568,1675,Does not meet the credit policy.  Status:Charged Off,17.47,640,644
243409,243402,2000,Does not meet the credit policy.  Status:Fully Paid,17.29,670,674
243375,243357,2400,Does not meet the credit policy.  Status:Fully Paid,7.98,645,649
243336,243310,12000,Does not meet the credit policy.  Status:Charged Off,9.74,645,649
243173,242122,8000,Does not meet the credit policy.  Status:Fully Paid,27.05,715,719
214969,211504,18000,Does not meet the credit policy.  Status:Fully Paid,16.67,720,724
242817,242814,2100,Does not meet the credit policy.  Status:Fully Paid,18.37,655,659
242805,164493,10075,Does not meet the credit policy.  Status:Charged Off,13.43,735,739
242644,242618,8575,Does not meet the credit policy.  Status:Fully Paid,22.53,645,649
242621,242604,10000,Does not meet the credit policy.  Status:Fully Paid,25.47,690,694
242607,242598,20825,Does not meet the credit policy.  Status:Charged Off,8.52,650,654
242487,242468,12000,Does not meet the credit policy.  Status:Fully Paid,3.49,650,654
242453,240706,4000,Does not meet the credit policy.  Status:Fully Paid,24.79,660,664
242196,242166,6000,Does not meet the credit policy.  Status:Fully Paid,12.28,685,689
242025,242017,15000,Does not meet the credit policy.  Status:Charged Off,29.04,690,694
241845,235409,925,Does not meet the credit policy.  Status:Charged Off,11.85,730,734
241799,241420,2600,Does not meet the credit policy.  Status:Fully Paid,0.64,680,684
241707,241601,5600,Does not meet the credit policy.  Status:Charged Off,8.2,660,664
241219,241198,17350,Does not meet the credit policy.  Status:Fully Paid,21.03,650,654
240967,240898,1800,Does not meet the credit policy.  Status:Charged Off,22.13,655,659
240835,240264,8225,Does not meet the credit policy.  Status:Fully Paid,19.13,685,689
240590,232977,8050,Does not meet the credit policy.  Status:Fully Paid,3.48,700,704
240449,240443,5000,Does not meet the credit policy.  Status:Fully Paid,19.42,655,659
240378,199301,5400,Does not meet the credit policy.  Status:Fully Paid,8.73,640,644
239635,239607,2500,Does not meet the credit policy.  Status:Fully Paid,17.95,685,689
239506,234518,8000,Does not meet the credit policy.  Status:Fully Paid,7.83,685,689
239308,224969,12000,Does not meet the credit policy.  Status:Fully Paid,5.81,645,649
239115,238571,5000,Does not meet the credit policy.  Status:Fully Paid,9.78,655,659
238149,238146,1800,Does not meet the credit policy.  Status:Charged Off,10.94,705,709
238016,236629,10100,Does not meet the credit policy.  Status:Fully Paid,27.99,690,694
237917,224754,12325,Does not meet the credit policy.  Status:Fully Paid,14.82,645,649
237836,237823,6600,Does not meet the credit policy.  Status:Fully Paid,14.34,655,659
237780,221240,10000,Does not meet the credit policy.  Status:Charged Off,25.91,655,659
237298,237265,5925,Does not meet the credit policy.  Status:Charged Off,26.52,655,659
237268,237257,7500,Does not meet the credit policy.  Status:Fully Paid,27.2,675,679
237087,237067,18875,Does not meet the credit policy.  Status:Fully Paid,16.28,645,649
236558,224572,5000,Does not meet the credit policy.  Status:Fully Paid,0.39,675,679
236328,236313,3000,Does not meet the credit policy.  Status:Fully Paid,22.17,655,659
236245,236156,9325,Does not meet the credit policy.  Status:Charged Off,26.86,660,664
236243,236146,20000,Does not meet the credit policy.  Status:Charged Off,25.27,665,669
236096,235790,3000,Does not meet the credit policy.  Status:Fully Paid,4.34,680,684
236080,235975,12000,Does not meet the credit policy.  Status:Charged Off,19.46,695,699
235752,235369,7000,Does not meet the credit policy.  Status:Fully Paid,17.04,680,684
235589,235229,14725,Does not meet the credit policy.  Status:Fully Paid,20.96,655,659
235551,214915,6000,Does not meet the credit policy.  Status:Charged Off,19.96,640,644
235464,235454,15000,Does not meet the credit policy.  Status:Charged Off,13.52,655,659
235292,235251,11325,Does not meet the credit policy.  Status:Fully Paid,15.93,640,644
235076,235073,12000,Does not meet the credit policy.  Status:Charged Off,14.9,690,694
235006,234982,550,Does not meet the credit policy.  Status:Fully Paid,5.22,660,664
234572,234534,18875,Does not meet the credit policy.  Status:Fully Paid,22.01,655,659
234391,234363,17350,Does not meet the credit policy.  Status:Charged Off,29.96,665,669
234346,234331,3000,Does not meet the credit policy.  Status:Fully Paid,0.99,705,709
233977,233932,25000,Does not meet the credit policy.  Status:Charged Off,3.73,700,704
233935,233915,8000,Does not meet the credit policy.  Status:Fully Paid,16.91,645,649
233728,233644,7000,Does not meet the credit policy.  Status:Fully Paid,23.21,675,679
233702,210916,8000,Does not meet the credit policy.  Status:Fully Paid,5.34,640,644
233631,233574,9000,Does not meet the credit policy.  Status:Charged Off,11.57,685,689
233258,233219,8975,Does not meet the credit policy.  Status:Fully Paid,4.34,640,644
232954,232764,2500,Does not meet the credit policy.  Status:Fully Paid,10.65,645,649
232919,232907,5200,Does not meet the credit policy.  Status:Fully Paid,3.89,655,659
232621,232580,12000,Does not meet the credit policy.  Status:Charged Off,9.77,655,659
232150,230747,12000,Does not meet the credit policy.  Status:Fully Paid,26.7,655,659
231993,231960,12000,Does not meet the credit policy.  Status:Fully Paid,2.4,640,644
231963,231932,8000,Does not meet the credit policy.  Status:Fully Paid,11.08,730,734
230909,217365,10400,Does not meet the credit policy.  Status:Fully Paid,4.95,680,684
230706,230641,10000,Does not meet the credit policy.  Status:Fully Paid,17.55,655,659
229889,229852,2000,Does not meet the credit policy.  Status:Fully Paid,0.96,660,664
229729,229639,5000,Does not meet the credit policy.  Status:Charged Off,21.5,655,659
229415,224284,5000,Does not meet the credit policy.  Status:Charged Off,24.36,650,654
229125,229060,13525,Does not meet the credit policy.  Status:Fully Paid,26.08,685,689
229063,214505,6600,Does not meet the credit policy.  Status:Fully Paid,25.11,690,694
228968,228868,16000,Does not meet the credit policy.  Status:Charged Off,16.27,680,684
228954,228911,1600,Does not meet the credit policy.  Status:Fully Paid,5.14,750,754
228752,228718,2000,Does not meet the credit policy.  Status:Fully Paid,14.45,640,644
228076,218550,2400,Does not meet the credit policy.  Status:Fully Paid,3.82,720,724
228015,227879,11750,Does not meet the credit policy.  Status:Fully Paid,12.26,700,704
227523,223578,3000,Does not meet the credit policy.  Status:Charged Off,3.9,640,644
227065,227008,15000,Does not meet the credit policy.  Status:Charged Off,25.4,705,709
226994,226707,9000,Does not meet the credit policy.  Status:Fully Paid,16.9,670,674
226855,226174,15000,Does not meet the credit policy.  Status:Charged Off,17.28,655,659
225605,225539,6000,Does not meet the credit policy.  Status:Fully Paid,19.6,735,739
225222,217012,2400,Does not meet the credit policy.  Status:Fully Paid,19.29,695,699
224797,224772,5600,Does not meet the credit policy.  Status:Charged Off,25.84,645,649
223686,223617,24000,Does not meet the credit policy.  Status:Fully Paid,9.67,680,684
222856,222645,12550,Does not meet the credit policy.  Status:Charged Off,19.73,655,659
222339,222216,12000,Does not meet the credit policy.  Status:Fully Paid,15.38,645,649
221437,221395,2500,Does not meet the credit policy.  Status:Charged Off,0.96,650,654
219770,219720,17350,Does not meet the credit policy.  Status:Fully Paid,23.47,695,699
219623,219611,20000,Does not meet the credit policy.  Status:Charged Off,21.83,665,669
219502,219497,6000,Does not meet the credit policy.  Status:Fully Paid,15.75,640,644
219493,219488,5000,Does not meet the credit policy.  Status:Charged Off,17.22,645,649
219479,219422,7500,Does not meet the credit policy.  Status:Fully Paid,23.04,650,654
218603,218599,15000,Does not meet the credit policy.  Status:Charged Off,10.24,670,674
217413,217234,25000,Does not meet the credit policy.  Status:Fully Paid,0.75,715,719
218407,218389,3000,Does not meet the credit policy.  Status:Fully Paid,10.43,670,674
218160,206317,6625,Does not meet the credit policy.  Status:Fully Paid,29.07,685,689
217968,216663,11625,Does not meet the credit policy.  Status:Charged Off,14.58,735,739
217940,217488,6000,Does not meet the credit policy.  Status:Charged Off,18.53,640,644
217656,217617,14000,Does not meet the credit policy.  Status:Fully Paid,15.63,700,704
217376,217322,2100,Does not meet the credit policy.  Status:Fully Paid,10.04,680,684
216874,216677,3000,Does not meet the credit policy.  Status:Fully Paid,28.16,670,674
216618,216608,6000,Does not meet the credit policy.  Status:Charged Off,5.13,655,659
216442,216429,4000,Does not meet the credit policy.  Status:Fully Paid,6.78,655,659
216423,216410,18875,Does not meet the credit policy.  Status:Charged Off,19.33,645,649
216029,215125,24000,Does not meet the credit policy.  Status:Charged Off,8.39,705,709
215400,215350,12800,Does not meet the credit policy.  Status:Fully Paid,20.2,655,659
214827,214809,6000,Does not meet the credit policy.  Status:Charged Off,14.51,665,669
214756,214744,2000,Does not meet the credit policy.  Status:Fully Paid,4,665,669
214253,199280,2000,Does not meet the credit policy.  Status:Fully Paid,23.6,675,679
212561,212553,2400,Does not meet the credit policy.  Status:Fully Paid,11.35,650,654
211329,210858,11000,Does not meet the credit policy.  Status:Charged Off,12.94,710,714
211283,211268,2400,Does not meet the credit policy.  Status:Fully Paid,22.93,650,654
211048,211014,25000,Does not meet the credit policy.  Status:Charged Off,13.94,670,674
210956,210615,6000,Does not meet the credit policy.  Status:Fully Paid,7.07,700,704
210247,210140,4500,Does not meet the credit policy.  Status:Fully Paid,13.88,675,679
210106,210067,15000,Does not meet the credit policy.  Status:Fully Paid,9.38,730,734
209667,209644,13625,Does not meet the credit policy.  Status:Charged Off,22.16,660,664
209495,209476,12000,Does not meet the credit policy.  Status:Charged Off,20.14,675,679
208605,208584,500,Does not meet the credit policy.  Status:Fully Paid,10,650,654
208167,208152,7200,Does not meet the credit policy.  Status:Fully Paid,26.49,690,694
208050,207646,12000,Does not meet the credit policy.  Status:Fully Paid,12.77,660,664
207697,206931,10000,Does not meet the credit policy.  Status:Charged Off,13.01,700,704
207407,206256,12000,Does not meet the credit policy.  Status:Fully Paid,8.64,660,664
207385,206979,5000,Does not meet the credit policy.  Status:Fully Paid,16.88,655,659
206996,206973,2000,Does not meet the credit policy.  Status:Fully Paid,9.98,670,674
205897,205894,4800,Does not meet the credit policy.  Status:Fully Paid,21.03,660,664
204741,204714,5500,Does not meet the credit policy.  Status:Fully Paid,19.34,655,659
204648,204641,7500,Does not meet the credit policy.  Status:Charged Off,5.13,685,689
204395,204375,7000,Does not meet the credit policy.  Status:Charged Off,14.55,670,674
203998,203961,1650,Does not meet the credit policy.  Status:Charged Off,5.61,680,684
203465,203443,1075,Does not meet the credit policy.  Status:Fully Paid,19.2,670,674
179317,179156,5875,Does not meet the credit policy.  Status:Charged Off,16.13,705,709
202128,192110,7500,Does not meet the credit policy.  Status:Charged Off,14.08,660,664
202069,202064,8175,Does not meet the credit policy.  Status:Fully Paid,22.25,645,649
202012,201980,12750,Does not meet the credit policy.  Status:Fully Paid,17.08,655,659
201860,201829,1675,Does not meet the credit policy.  Status:Fully Paid,21.75,685,689
201411,201395,21000,Does not meet the credit policy.  Status:Fully Paid,21.28,745,749
200615,200560,5000,Does not meet the credit policy.  Status:Fully Paid,13.55,685,689
200385,194775,5000,Does not meet the credit policy.  Status:Fully Paid,0.67,700,704
200288,177092,10000,Does not meet the credit policy.  Status:Fully Paid,5.67,735,739
200247,200202,2400,Does not meet the credit policy.  Status:Fully Paid,15.53,645,649
200073,192537,700,Does not meet the credit policy.  Status:Fully Paid,28.42,660,664
199325,144885,8000,Does not meet the credit policy.  Status:Charged Off,15.53,650,654
198917,198908,17350,Does not meet the credit policy.  Status:Charged Off,16.92,645,649
198203,198181,10000,Does not meet the credit policy.  Status:Fully Paid,0.6,725,729
197224,197100,10000,Does not meet the credit policy.  Status:Charged Off,13.9,695,699
197214,197210,18500,Does not meet the credit policy.  Status:Fully Paid,9.76,640,644
197192,186841,7500,Does not meet the credit policy.  Status:Fully Paid,6.62,675,679
196972,196962,7400,Does not meet the credit policy.  Status:Charged Off,26.08,680,684
196703,196000,10100,Does not meet the credit policy.  Status:Charged Off,21.81,655,659
195794,195767,15000,Does not meet the credit policy.  Status:Charged Off,2.16,660,664
195715,195696,4350,Does not meet the credit policy.  Status:Fully Paid,27.15,650,654
195365,195355,7500,Does not meet the credit policy.  Status:Charged Off,15.72,710,714
194850,194106,14300,Does not meet the credit policy.  Status:Charged Off,12.76,655,659
194731,194637,8000,Does not meet the credit policy.  Status:Fully Paid,8.3,715,719
194507,192030,24000,Does not meet the credit policy.  Status:Fully Paid,25.08,755,759
194434,194403,1675,Does not meet the credit policy.  Status:Charged Off,17.33,685,689
194339,194328,2500,Does not meet the credit policy.  Status:Fully Paid,16.19,655,659
193979,190581,16000,Does not meet the credit policy.  Status:Fully Paid,7.96,650,654
193871,190802,10000,Does not meet the credit policy.  Status:Fully Paid,25.91,695,699
193168,193122,16000,Does not meet the credit policy.  Status:Charged Off,6.23,680,684
171674,167685,13000,Does not meet the credit policy.  Status:Fully Paid,23.47,655,659
192581,192475,7000,Does not meet the credit policy.  Status:Charged Off,21.97,690,694
192193,191767,6000,Does not meet the credit policy.  Status:Fully Paid,6.95,650,654
191682,191652,10000,Does not meet the credit policy.  Status:Fully Paid,29.41,690,694
191186,191169,14400,Does not meet the credit policy.  Status:Fully Paid,15,685,689
189952,82628,6400,Does not meet the credit policy.  Status:Charged Off,17.1,630,634
189762,138237,8000,Does not meet the credit policy.  Status:Fully Paid,28.43,695,699
189524,189496,800,Does not meet the credit policy.  Status:Charged Off,0,635,639
188718,146018,20825,Does not meet the credit policy.  Status:Charged Off,14.71,650,654
